bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,year,publisher
11701,The Collected Poems  1957-1987,Octavio Paz/Eliot Weinberger/Elizabeth Bishop,4.3,811211738,9780000000000.0,eng,669,2896,46,1991,New Directions Publishing Corporation
23913,The Marriage of Heaven and Hell,William Blake,4.24,486281221,9780000000000.0,eng,48,7163,245,1994,Dover Publications
6628,The Big Over Easy (Nursery Crime  #1),Jasper Fforde,3.94,143037234,9780000000000.0,eng,383,27137,1885,2006,Penguin
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,4.31,020161622X,9780000000000.0,eng,321,12563,699,1999,Addison-Wesley Professional
42311,Astrid Lindgren: Storyteller to the World,Johanna Hurwitz/Michael Dooling,3.69,140326928,9780000000000.0,eng,64,10,2,1991,Puffin
288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,156656249X,9780000000000.0,eng,464,35,2,1998,Interlink Publishing Group
12186,Invitation to a Beheading,Vladimir Nabokov,3.9,141185600,9780000000000.0,eng,192,342,23,2015,Penguin Books Ltd
23242,The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner,3.59,425213919,9780000000000.0,eng,256,901,73,2007,Berkley Trade
25368,Die Umarmung des Todes,Natsuo Kirino,3.92,3442309174,9780000000000.0,ger,607,6,2,2003,Goldmann
28053,As Eve Said to the Serpent: On Landscape  Gender  and Art,Rebecca Solnit,4.09,820324930,9780000000000.0,eng,240,127,6,2003,University of Georgia Press
36195,Only Mine (Only Series  #2),Elizabeth Lowell,3.92,380763397,9780000000000.0,en-US,400,2209,79,2003,Avon
15501,Xanth: The Quest for Magic (Xanth  #1-3),Piers Anthony,4.06,034545328X,9780000000000.0,en-US,784,4867,19,2002,Del Rey
43361,Inventing the People: The Rise of Popular Sovereignty in England and America,Edmund S. Morgan,3.78,393306232,9780000000000.0,eng,320,106,4,1989,W. W. Norton  Company
33457,Practical Demonkeeping (Pine Cove  #1),Christopher Moore,3.83,60735422,9780000000000.0,eng,256,37206,1353,2004,Perennial / William Morrow / HarperCollins
159,Dinner with Anna Karenina,Gloria Goldreich,2.99,778322270,9780000000000.0,eng,360,411,65,2006,Mira Books
38085,Photos of the Gods: The Printed Image and Political Struggle in India,Christopher Pinney,3.96,1861891849,9780000000000.0,eng,239,25,0,2004,Reaktion Books
4579,The Far Side of Evil,Sylvia Engdahl,3.98,142402931,9780000000000.0,eng,324,60,9,2005,Firebird
5881,The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,4.05,1423101685,9780000000000.0,eng,144,548,14,2006,Disney Press
7869,The Bourne Identity (Jason Bourne  #1),Robert Ludlum,4.02,752864327,9780000000000.0,eng,566,368195,3556,2005,Orion
41991,Les Saveurs de la vie,Maeve Binchy,3.96,2266129376,9780000000000.0,fre,893,6,1,2003,Pocket
41695,Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,4.1,425205592,9780000000000.0,eng,357,5956,185,2005,Berkley
25815,The Rings of Saturn,W.G. Sebald/Michael Hulse,4.26,99448920,9780000000000.0,eng,304,419,50,1995,Vintage
41473,A Green Desire,Anton Myrer/Alastair Westgarth,3.73,60934638,9780000000000.0,en-US,576,152,9,2001,Harper Perennial
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,3.85,60005696,9780000000000.0,eng,265,25312,1223,2005,Harper Perennial
8141,Anne of Avonlea,L.M. Montgomery/Clare Sieffert,4.23,448400634,9780000000000.0,eng,315,85,12,1990,Grosset & Dunlap
18815,Dostoevsky  Kierkegaard  Nietzsche and Kafka,William Hubben,3.57,684825899,9780000000000.0,eng,192,78,10,1997,Charles Scribner's Sons
13037,Justine (The Alexandria Quartet #1),Lawrence Durrell,3.89,140153195,9780000000000.0,eng,253,5428,542,1991,Penguin Books
4916,Angela's Ashes,Frank McCourt,4.11,7718721,9780000000000.0,eng,224,711,64,1998,Simon & Schuster
1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,141000589,9780000000000.0,eng,1808,578,25,2002,Viking
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,375755195,9780000000000.0,eng,192,12180,630,2002,Random House Trade Paperbacks
40385,The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,3.85,345334248,9780000000000.0,eng,160,3949,80,1979,Ballantine Books
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,226307662,9780000000000.0,eng,672,46,7,1992,University of Chicago Press
36397,Great Short Stories by American Women,Candace Ward,3.96,486287769,9780000000000.0,eng,208,306,35,1996,Dover Publications  Inc.
25198,Rouse Up  O Young Men of the New Age!,Kenzaburō Ōe,3.69,1843540789,9780000000000.0,eng,272,282,25,2003,Atlantic Books
1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,785268839,9780000000000.0,eng,256,55106,1503,2001,Thomas Nelson
16954,Birds of Prey (Courtney #9),Wilbur Smith,4.19,312317115,9780000000000.0,eng,560,8082,191,2003,St. Martin's Griffin
33451,Horse Sense: How to Pull Ahead on the Business Track,Al Ries/Jack Trout,3.82,452267641,9780000000000.0,eng,240,40,5,1992,Plume
2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,394758269,9780000000000.0,eng,265,13233,570,1992,Vintage Crime/Black Lizard
11433,Redemption (Redemption  #1),Karen Kingsbury/Gary Smalley,4.38,842356223,9780000000000.0,eng,384,25248,859,2002,Tyndale House Publishers
33494,Secrets of San Francisco: A 1920s Sourcebook for the City by the Bay (Call of Cthulhu RPG),Cody Goodfellow,3.86,1568821875,9780000000000.0,eng,189,18,0,2006,Chaosium
20879,The 97th Step (Matador  #5),Steve Perry,4.22,441581056,9780000000000.0,eng,304,744,9,1989,Ace
12482,Amazing Disgrace (Gerald Samper #2),James Hamilton-Paterson,3.8,1933372192,9780000000000.0,eng,320,221,34,2006,Europa Editions
12769,Lady of the Lake,Elizabeth Mayne,3.27,373289804,9780000000000.0,eng,304,70,6,1997,Harlequin Historical
3113,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,1594200939,9780000000000.0,eng,336,3259,187,2006,Penguin Press HC  The
31386,Ariel Sharon: A Life,Nir Hefez/Gadi Bloom/Mitch Ginsburg,3.72,1400065879,9780000000000.0,en-US,490,40,6,2006,Random House  Inc.
1032,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,345479173,9780000000000.0,en-US,384,12748,948,2004,Ballantine Books
43268,Aman: The Story of a Somali Girl,Virginia Lee Barnes,3.77,679762094,9780000000000.0,eng,368,549,46,1995,Vintage
54,Molly Hatchet - 5 of the Best,Molly Hatchet,4.33,1575606240,9780000000000.0,eng,56,6,0,2003,Cherry Lane Music Company
12651,The Social Contract,Jean-Jacques Rousseau/Maurice Cranston,3.77,143037498,9780000000000.0,eng,168,29090,451,2006,Penguin
2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,805061835,9780000000000.0,en-US,480,1397,128,1999,Owl Publishing Company
29743,The Professor of Desire,Philip Roth/Νίκος Παναγιωτόπουλος,3.66,99389010,9780000000000.0,eng,272,2016,113,1995,Vintage
27295,Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides/Aeschylus/Edith Hamilton,4.06,393002039,9780000000000.0,en-US,240,77,13,1958,W.W. Norton & Company
37625,Wide Sargasso Sea: A Reader's Guide to Essential Criticism,Carl Plasa,3.63,184046268X,9780000000000.0,eng,194,166,10,2002,Palgrave Macmillan
20164,Daisy Bates: Civil Rights Crusader from Arkansas,Grif Stockley,3.55,1578068010,9780000000000.0,eng,340,11,3,2005,University Press of Mississippi
5305,Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,3.95,1590528603,9780000000000.0,en-US,94,545,52,2006,Multnomah Books
28735,By the Sword (Valdemar),Mercedes Lackey,4.25,886774632,9780000000000.0,eng,492,18531,249,1991,DAW
32558,Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,4.41,1883011388,9780000000000.0,eng,1520,170,13,1996,Library of America
13594,ヒカルの?23、あなたに呼びかけている,Yumi Hotta/Yumi Hotta,4.22,4088735048,9780000000000.0,jpn,198,61,5,2003,集英?
34835,A Matter of Trust,Penny Jordan,2.61,373117191,9780000000000.0,eng,224,36,5,1994,Harlequin Presents
33807,The Talbot Odyssey,Nelson DeMille,3.85,446358584,9780000000000.0,eng,544,4874,154,1991,Grand Central Publishing
463,The Red Notebook: True Stories,Paul Auster,3.77,811214982,9780000000000.0,eng,104,2390,120,2002,New Directions
13735,Bleach  Volume 20,Tite Kubo,4.36,1421510448,9780000000000.0,eng,216,5648,76,2007,VIZ Media LLC
45641,Las aventuras de Tom Sawyer,Mark Twain,3.91,8497646983,9790000000000.0,spa,272,113,12,2006,Edimat Libros
16085,Beowulf & Grendel: The Truth Behind England's Oldest Legend,John Grigsby,3.57,1842931539,9780000000000.0,en-US,246,47,11,2005,Watkins Publishing
43325,Nothing Lasts Forever,Sidney Sheldon,3.84,446354732,9780000000000.0,eng,384,26040,614,1995,Grand Central
19909,Master of the Night (Mageverse #1),Angela Knight,3.88,425198804,9780000000000.0,eng,296,4637,125,2004,Berkley Sensation
13872,Geek Love,Katherine Dunn,3.97,375713344,9780000000000.0,eng,348,50103,5030,2002,Random House Vintage
40342,Two for the Dough (Stephanie Plum  #2),Janet Evanovich,4.11,312948964,9780000000000.0,en-US,325,2509,292,2007,St. Martin's Press
38212,Zen and the Art of Happiness,Chris Prentiss,4.05,943015537,9780000000000.0,eng,145,2955,270,2006,Power Press
11926,Moderato cantabile,Marguerite Duras,3.51,3518376780,9780000000000.0,fre,122,2525,112,1985,Suhrkamp
20026,The Emperor (The Morland Dynasty  #11),Cynthia Harrod-Eagles,4.28,751506486,9780000000000.0,eng,512,261,6,1988,Little  Brown Book Group
13462,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren,3.99,743222334,9780000000000.0,en-US,368,693,58,2005,Atria Books
41861,John  Paul  George & Ben,Lane Smith,4.21,786848936,9780000000000.0,eng,40,3500,393,2006,Little  Brown Books for Young Readers
38466,Wrapped in Rainbows: The Life of Zora Neale Hurston,Valerie Boyd,4.32,743253299,9780000000000.0,eng,528,893,97,2004,Scribner
22285,Rant,Chuck Palahniuk,3.81,385517874,9780000000000.0,eng,320,55592,2516,2007,Doubleday Books
37813,Letters from the Earth: Uncensored Writings,Mark Twain/Bernard DeVoto/Henry Nash Smith,4.21,60518650,9780000000000.0,eng,321,6568,376,2004,Harper Perennial Modern Classics
2626,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens/Edgar Rosenberg,3.77,393960692,9780000000000.0,eng,776,573,38,1999,W.W. Norton & Company
35908,The Elements of Style,William Strunk Jr./E.B. White,4.19,24181900,9780000000000.0,en-US,85,217,16,1991,MacMillan Publishing Company
18500,The Faerie Queene: Books I to III,Edmund Spenser/Douglas Brooks-Davies,3.79,460873911,9780000000000.0,eng,575,33,3,1993,Everyman Paperbacks
41073,Children of the Thunder / The Tides of Time / The Crucible of Time,John Brunner,2.92,051712310X,9780000000000.0,eng,800,11,1,1995,Wings
6618,The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,4.3,1402718616,9780000000000.0,eng,224,3510,510,2004,Sterling
11921,Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,4.13,553587072,9780000000000.0,eng,528,777,48,2004,Bantam Spectra
21437,Pop Goes the Weasel,James Patterson/Roger Rees/Keith David,4.0,1594836116,9780000000000.0,en-GB,460,49,5,2006,Little  Brown & Company
4606,Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel,4.07,689842198,9780000000000.0,eng,32,161,41,2002,Atheneum/Richard Jackson Books
29622,The Wedding Night,Jayne Ann Krentz,3.45,1551668513,9780000000000.0,eng,256,795,23,2001,MIRA
5360,A Painted House,John Grisham,3.7,385337930,9780000000000.0,eng,384,67857,3375,2004,Bantam
21933,Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter/Beau Bridges,4.27,739344242,9780000000000.0,eng,0,15,1,2007,RH Audio
16857,The Love of the Last Tycoon,F. Scott Fitzgerald,3.65,20199856,9780000000000.0,eng,169,7135,386,1995,Scribner
22148,Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen/Marie Tahir,3.74,073571102X,9780000000000.0,eng,336,341,12,2001,New Riders Publishing
19315,Happy Times in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.3,1883937663,9780000000000.0,eng,128,600,35,2003,Ignatius Press
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,310258979,9780000000000.0,eng,5,26,2,2005,Zondervan
39311,Brand New Justice: How Branding Places and Products Can Help the Developing World,Simon Anholt,3.69,750666005,9780000000000.0,en-US,184,15,0,2005,Routledge
28657,Seven Types of Ambiguity,William Empson,3.85,701106549,9780000000000.0,eng,272,7,0,1949,Chatto and Windus
38936,Lori's Little Secret (Bravo Family  #15) (Bravo Family Ties Miniseries  #3),Christine Rimmer,3.76,373246838,9780000000000.0,eng,248,101,6,2005,Silhouette
41962,Light a Penny Candle,Maeve Binchy,3.91,009949857X,9780000000000.0,eng,832,14656,585,2006,Arrow
11441,Short Cuts: Selected Stories,Raymond Carver/Robert Altman,4.11,679748644,9780000000000.0,eng,157,4455,232,1993,Vintage
17893,Netochka Nezvanova,Fyodor Dostoyevsky/Jane Kentish,3.81,140444556,9780000000000.0,eng,176,2590,127,1985,Penguin Classics
35476,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk/John G. Neihardt,4.13,803283857,9780000000000.0,eng,270,10390,447,2004,Bison Books
29923,The Last Full Measure (The Civil War Trilogy  #3),Jeff Shaara,4.24,345434811,9780000000000.0,eng,640,13438,314,2000,Ballantine Books
2388,Moby-Dick,Jan Needle/Patrick Benson/Herman Melville,3.71,763630187,9780000000000.0,eng,192,161,16,2006,Candlewick Press
11349,Sula,Toni Morrison,3.93,452263492,9780000000000.0,eng,174,457,49,1987,Plume
9666,Any Woman's Blues,Erica Jong,3.51,1585425494,9780000000000.0,eng,362,425,28,2007,Tarcherperigee
37553,Sense and Sensibility,Jane Austen/Claire Lamont/James Kinsley,4.07,192804782,9780000000000.0,eng,327,6853,249,2004,Oxford University Press
7052,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),Alexander McCall Smith,4.06,375422722,9780000000000.0,eng,227,386,37,2006,Pantheon
9714,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,4.24,826414753,9780000000000.0,eng,188,1953,84,2003,Bloomsbury Academic
25618,Six Degrees of Separation,John Guare,4.0,822210347,9780000000000.0,eng,74,242,14,1995,Dramatists Play Service
1007,Think and Grow Rich,Napoleon Hill,4.18,1932429239,9780000000000.0,eng,368,48,9,2004,High Roads Media
977,Deception Point,Dan Brown,3.71,552151769,9780000000000.0,eng,585,3353,183,2004,Corgi Books
9365,Atlas Shrugged,Ayn Rand,3.69,394415760,9780000000000.0,en-US,1168,86,12,1957,Random House
35115,Sliding Scales (Pip & Flinx #10),Alan Dean Foster,3.88,345461584,9780000000000.0,eng,257,1167,28,2005,Del Rey Books
27727,The Greek's Royal Mistress (Princess Brides  #2),Jane Porter,3.69,373124244,9780000000000.0,eng,192,167,14,2004,Harlequin Presents
20355,The Burnt Orange Heresy,Charles Willeford,3.9,786706686,9780000000000.0,eng,144,564,49,1999,Carroll & Graf
21426,2nd Chance (Women's Murder Club #2),James Patterson/Melissa Leo/Jeremy Piven/Andrew Gross,4.04,1594831165,9780000000000.0,eng,5,28,4,2006,Little  Brown & Company
5800,Vanity Fair,William Makepeace Thackeray,3.79,140620850,9780000000000.0,eng,672,296,34,1998,Penguin Books
13345,Sabriel (Abhorsen  #1),Garth Nix,4.17,60575816,9780000000000.0,en-US,311,1312,162,2004,Eos
6677,The Gremlins,Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,3.44,1593074964,9780000000000.0,eng,56,511,65,2006,Dark Horse Books
25457,The Little Baby Snoogle-Fleejer,Jimmy Carter/Amy Carter,3.17,812927311,9780000000000.0,eng,24,42,11,1995,Crown
23946,Burroughs Live: The Collected Interviews  1960-1997,William S. Burroughs/Sylvère Lotringer,4.36,1584350105,9780000000000.0,eng,675,124,5,2001,Semiotext(e)
31849,Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas/Jacques Derrida/Giovanna Borradori,3.89,226066665,9780000000000.0,eng,208,439,17,2004,University of Chicago Press
24062,The Deep (Dive Trilogy),Gordon Korman,3.78,613674839,9780000000000.0,eng,148,0,0,2003,Turtleback Books
38536,Happily Ever After (Sweet Valley High  #134),Francine Pascal/Kate William,3.58,553570684,9780000000000.0,eng,199,251,5,1997,Bantam
29580,Second Foundation (Foundation #3),Isaac Asimov,4.26,553803735,9780000000000.0,eng,256,119224,1708,2004,Bantam Spectra
33809,Word of Honor,Nelson DeMille,4.17,446674826,9780000000000.0,eng,880,8296,275,1998,Grand Central Publishing
37819,The God of Small Things,Arundhati Roy,3.94,60977493,9780000000000.0,en-US,321,6667,722,1997,HarperCollins
33569,That Was Then  This Is Now,S.E. Hinton,3.91,140389660,9780000000000.0,en-US,159,26776,1630,1998,Speak
13786,Tramps Like Us  Volume 12,Yayoi Ogawa,4.37,1598161997,9780000000000.0,en-US,179,497,9,2007,TokyoPop
31607,Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,4.06,337901706X,9780000000000.0,ger,371,2,0,2000,Reclam  Leipzig
18551,A Break With Charity: A Story of the Salem Witch Trials,Ann Rinaldi,3.79,785735488,9780000000000.0,eng,297,37,6,1994,Turtleback Books
43487,Fulgor oculto (Landry  #3),V.C. Andrews/Elisa Cerdan,3.89,1400000742,9780000000000.0,spa,400,5,0,2002,Plaza y Janes
8014,Mr. Bump,Roger Hargreaves,4.03,843178388,9780000000000.0,eng,32,1701,74,1998,Price Stern Sloan
28631,The Munsters: A Trip Down Mockingbird Lane,Stephen Cox/Butch Patrick/Yvonne DeCarlo,4.45,823078949,9780000000000.0,eng,208,53,10,2006,Backstage Books
39033,Still Life With Crows (Pendergast  #4),Douglas Preston/Lincoln Child,4.18,446612766,9780000000000.0,eng,564,26865,1228,2004,Grand Central Publishing
21324,Fables  Vol. 8: Wolves,Bill Willingham/Mark Buckingham/Steve Leialoha/Shawn McManus/Andrew Pepoy,4.27,1401210015,9780000000000.0,eng,160,18799,568,2006,Vertigo
24762,Conversations with Kurt Vonnegut,William Rodney Allen/Kurt Vonnegut Jr.,4.05,878053573,9780000000000.0,en-US,305,3,1,1988,University Press of Mississippi
18077,Piccadilly Jim,P.G. Wodehouse,4.02,1585676160,9780000000000.0,eng,302,2673,184,2004,Harry N. Abrams
38665,Pedro Páramo / El Llano en llamas,Juan Rulfo,4.29,9703705774,9790000000000.0,spa,290,5103,118,2006,Planeta
3409,Temptations,Otis Williams/Patricia Romanowski,4.19,815412185,9780000000000.0,eng,304,99,16,2002,Cooper Square Press
32102,Venetia,Georgette Heyer,4.1,373771665,9780000000000.0,eng,364,10067,789,2006,Hqn
23704,Maison Ikkoku  Volume 14 (Maison Ikkoku  #14),Rumiko Takahashi,4.3,1421501422,9780000000000.0,eng,240,245,6,2005,VIZ Media LLC
45549,Undaunted Courage,Stephen E. Ambrose/Barrett Whitener,4.21,1415918090,9780000000000.0,eng,22,8,2,2005,Books on Tape
42485,Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace/Lois Lenski,4.17,006024416X,9780000000000.0,eng,128,83,16,1994,HarperCollins
9330,The House of the Spirits,Isabel Allende/Madga Bogin/Christopher Hitchens,4.23,1400043182,9780000000000.0,eng,488,270,49,2005,Everyman's Library
14945,Moments of Being: A Collection of Autobiographical Writing,Virginia Woolf/Jeanne Schulkind,4.26,156619180,9780000000000.0,eng,230,1729,121,1985,Mariner Books
25216,Eden: It's an Endless World  Volume 3 (Eden: It's an Endless World  #3),Hiroki Endo,4.2,1593075294,9780000000000.0,eng,224,421,14,2006,Dark Horse Manga
6302,The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,America's Test Kitchen,4.35,1933615095,9780000000000.0,eng,312,193,7,2006,America's Test Kitchen
3732,Selected Poems of Herman Melville,Herman Melville/Robert Penn Warren,3.77,1567922694,9780000000000.0,eng,512,12,3,2004,David R. Godine Publisher
89,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,3.94,1596670231,9780000000000.0,eng,138,31,1,2006,Routledge
37105,Cat's Cradle (Cat  #1),William W. Johnstone,3.85,821718258,9780000000000.0,eng,412,151,14,1986,Zebra
22893,Incantation,Alice Hoffman,3.88,316010197,9780000000000.0,eng,166,5653,800,2006,Little  Brown Books for Young Readers
16187,The Little House,Philippa Gregory,3.68,6496431,9780000000000.0,eng,368,1910,237,1998,HarperCollins Publishers
7600,One Hundred Years Of Solitude,Gabriel García Márquez,4.07,1857152239,9780000000000.0,eng,416,376,53,1995,Everyman
24205,Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal/Jamie Suzanne,3.47,553155717,9780000000000.0,eng,104,18,2,1988,Bantam
34873,The Great And Secret Show (Book of the Art #1),Clive Barker,4.05,000617695X,9780000000000.0,eng,698,275,17,1990,Fontana Books
12366,The Whore's Child and Other Stories,Richard Russo,3.75,009943752X,9780000000000.0,eng,240,2738,252,2003,Vintage Books USA
37630,The Good Housekeeping Illustrated Cookbook,Good Housekeeping/Zoe Coulson,4.37,878510370,9780000000000.0,eng,512,1160,35,1980,Hearst Communications
24807,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,3.82,1594482225,9780000000000.0,eng,255,12002,741,2006,Penguin Books
16791,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,4.19,1852864982,9780000000000.0,eng,104,38276,462,1994,Titan Books
34310,The Glass Lake,Maeve Binchy,3.93,752876872,9780000000000.0,eng,704,17624,670,2005,The Orion Publishing Group Ltd
9337,"How To Meditate: An Anthology Of Talks On Meditation And ""Meditation: The Bridge Is Flowing But The River Is Not""",Frederick P. Lenz,0.0,1932206108,9780000000000.0,eng,228,0,0,2004,Frederick P. Lenz Foundation for American Buddhism
32986,The Mantle of the Prophet: Religion and Politics in Iran,Roy Mottahedeh,4.08,1851682341,9780000000000.0,eng,416,412,42,2000,One World (UK)
4832,Midnight's Children,Salman Rushdie,3.98,330267140,9780000000000.0,eng,463,364,46,1982,Picador
25884,The Road to Jerusalem (The Knight Templar  #1),Jan Guillou/Anna Paterson,4.0,752848372,9780000000000.0,eng,320,4406,160,2002,Orion
3858,Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,767915747,9780000000000.0,eng,304,15315,1101,2004,Broadway Books
42389,Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,4.43,743464117,9780000000000.0,eng,432,82525,2124,2002,Simon & Schuster; Media Tie-In edition
4100,Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,3.96,976694026,9780000000000.0,en-US,176,840,63,2005,Pragmatic Bookshelf
4352,Hello! Is That Grandma?,Ian Whybrow/Deborah Allwright,3.53,439944392,9780000000000.0,en-GB,32,57,14,2007,Alison Green Books
20182,Deadlock,James Scott Bell,3.96,310243882,9780000000000.0,eng,319,327,20,2002,Zondervan
19768,Tough to Tackle,Matt Christopher/Harvey Kidder,3.87,316140589,9780000000000.0,eng,139,389,24,1987,Little  Brown Books for Young Readers
28796,The Song of Rhiannon,Evangeline Walton,4.02,20264739,9780000000000.0,eng,208,255,12,1992,Collier Books
31998,鋼之鍊金術師 2,Hiromu Arakawa/荒川?方郁,4.52,9861146105,9790000000000.0,zho,185,5,0,2004,東立
17208,Friday,Robert A. Heinlein,3.84,345414004,9780000000000.0,eng,384,23064,476,1997,Del Rey
30976,Moon of the Spider (Diablo  #4),Richard A. Knaak,3.95,743471326,9780000000000.0,en-US,336,749,16,2006,Pocket Star
31911,Contemporary Political Philosophy,Will Kymlicka,4.0,198782748,9780000000000.0,eng,512,594,17,2001,Oxford University Press  USA
27601,Cults in Our Midst: The Continuing Fight Against Their Hidden Menace,Margaret Thaler Singer/Robert Jay Lifton,3.95,787967416,9780000000000.0,eng,432,196,25,2003,Jossey-Bass
13002,Othello,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.89,743482824,9780000000000.0,eng,368,493,25,2004,Simon  Schuster
13495,Jojo's Bizarre Adventure  Tome 6: Jojo contre la forme de vie ultime (Battle Tendency  #1),Hirohiko Araki,4.18,2290318493,9780000000000.0,fre,198,122,2,2002,J'ai lu
1068,1776,Peter  Stone/Sherman Edwards,4.22,140481397,9780000000000.0,eng,192,1299,30,1976,Penguin Books
28940,Behind the Scenes at the Museum,Kate Atkinson,3.96,312150601,9780000000000.0,eng,336,26443,2116,1999,Picador USA
35183,Phylogenesis (Founding of the Commonwealth  #1),Alan Dean Foster,3.82,345418611,9780000000000.0,eng,304,1246,21,2000,Del Rey Books
21182,The Wisdom of Life,Arthur Schopenhauer/Thomas Bailey Saunders,4.14,486435504,9780000000000.0,eng,96,1487,77,2004,Dover Publications
32104,False Colours,Georgette Heyer,3.86,99476339,9780000000000.0,eng,303,4457,330,2005,Arrow
44353,Weetzie Bat (Weetzie Bat  #1),Francesca Lia Block,3.74,60736259,9780000000000.0,eng,128,13013,1025,2004,HarperTeen
17085,I Am the Blues: The Willie Dixon Story,Willie Dixon/Don Snowden,4.02,306804158,9780000000000.0,en-US,264,61,13,1990,Da Capo Press
3900,Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,3.51,792272668,9780000000000.0,eng,204,240,46,2005,National Geographic Society
40139,Gone Bamboo,Anthony Bourdain,3.48,1841953679,9780000000000.0,eng,286,1066,74,2002,Canongate Books
8546,Field of Thirteen,Dick Francis,3.73,042519499X,9780000000000.0,eng,304,2053,85,2004,G.P. Putnam's Sons
34856,Lonesome Dove,Larry McMurtry,4.49,068487122X,9780000000000.0,eng,864,505,63,2000,Simon & Schuster
14867,The Pact,Jodi Picoult,4.01,340838035,9780000000000.0,en-GB,480,988,115,2005,Hodder & Stoughton
12,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,517226952,9780000000000.0,eng,815,3628,254,2005,Gramercy Books
1796,The Iliad,Homer/Robert Fitzgerald,3.86,1857150600,9780000000000.0,eng,594,30,2,1992,Everyman
14194,A Man's Protection,Jayne Castle/Jayne Ann Krentz,3.88,440151880,9780000000000.0,eng,186,275,6,1982,Dell Publishing Company
19894,Basin and Range,John McPhee,4.19,374516901,9780000000000.0,eng,240,2781,178,1982,Farrar  Straus and Giroux
21276,A Dangerous Man (Hank Thompson  #3),Charlie Huston,4.07,034548133X,9780000000000.0,eng,286,2735,162,2006,Ballantine Books
25812,The Ruby Ring,Diane Haeger,3.7,1400051738,9780000000000.0,eng,371,1070,70,2005,Broadway Books
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,849561877X,9790000000000.0,spa,508,196,20,2005,Umbriel
39823,Murder Unleashed (Jack and Jamie #2),Lee Charles Kelley,3.95,60524944,9780000000000.0,eng,304,61,10,2004,Avon Books
